"Localidad";"Tipo_gas";"Descripcion";"fecha";"valor";"anio";"mes"
"Rio Grande";"Gas de red";"Promedio de usuarios";2004-08-01;15808;2004;8
"Rio Grande";"Gas de red";"M3";2004-08-01;23166000;2004;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-08-01;275;2004;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-08-01;34;2004;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-08-01;-9;2004;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-08-01;348;2004;8
"Rio Grande";"Gas envasado";"Granel (kg.)";2004-08-01;45575;2004;8
"Ushuaia";"Gas de red";"Promedio de usuarios";2004-08-01;14379;2004;8
"Ushuaia";"Gas de red";"M3";2004-08-01;17957000;2004;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-08-01;4401;2004;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-08-01;-9;2004;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-08-01;-9;2004;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-08-01;1175;2004;8
"Ushuaia";"Gas envasado";"Granel (kg.)";2004-08-01;36051;2004;8
"Tolhuin";"Gas de red";"Promedio de usuarios";2004-08-01;460;2004;8
"Tolhuin";"Gas de red";"M3";2004-08-01;563000;2004;8
"Rio Grande";"Gas de red";"Promedio de usuarios";2004-09-01;15884;2004;9
"Rio Grande";"Gas de red";"M3";2004-09-01;21584000;2004;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-09-01;230;2004;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-09-01;40;2004;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-09-01;-9;2004;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-09-01;392;2004;9
"Rio Grande";"Gas envasado";"Granel (kg.)";2004-09-01;82447;2004;9
"Ushuaia";"Gas de red";"Promedio de usuarios";2004-09-01;14444;2004;9
"Ushuaia";"Gas de red";"M3";2004-09-01;16652000;2004;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-09-01;4671;2004;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-09-01;-9;2004;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-09-01;-9;2004;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-09-01;1143;2004;9
"Ushuaia";"Gas envasado";"Granel (kg.)";2004-09-01;31406;2004;9
"Tolhuin";"Gas de red";"Promedio de usuarios";2004-09-01;461;2004;9
"Tolhuin";"Gas de red";"M3";2004-09-01;541000;2004;9
"Rio Grande";"Gas de red";"Promedio de usuarios";2004-10-01;15891;2004;10
"Rio Grande";"Gas de red";"M3";2004-10-01;19632000;2004;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-10-01;291;2004;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-10-01;35;2004;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-10-01;-9;2004;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-10-01;400;2004;10
"Rio Grande";"Gas envasado";"Granel (kg.)";2004-10-01;38924;2004;10
"Ushuaia";"Gas de red";"Promedio de usuarios";2004-10-01;14371;2004;10
"Ushuaia";"Gas de red";"M3";2004-10-01;14739000;2004;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-10-01;3683;2004;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-10-01;-9;2004;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-10-01;-9;2004;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-10-01;844;2004;10
"Ushuaia";"Gas envasado";"Granel (kg.)";2004-10-01;33762;2004;10
"Tolhuin";"Gas de red";"Promedio de usuarios";2004-10-01;465;2004;10
"Tolhuin";"Gas de red";"M3";2004-10-01;496000;2004;10
"Rio Grande";"Gas de red";"Promedio de usuarios";2004-11-01;15870;2004;11
"Rio Grande";"Gas de red";"M3";2004-11-01;17221000;2004;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-11-01;243;2004;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-11-01;47;2004;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-11-01;-9;2004;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-11-01;437;2004;11
"Rio Grande";"Gas envasado";"Granel (kg.)";2004-11-01;40289;2004;11
"Ushuaia";"Gas de red";"Promedio de usuarios";2004-11-01;14459;2004;11
"Ushuaia";"Gas de red";"M3";2004-11-01;12636000;2004;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-11-01;3441;2004;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-11-01;-9;2004;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-11-01;-9;2004;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-11-01;951;2004;11
"Ushuaia";"Gas envasado";"Granel (kg.)";2004-11-01;30685;2004;11
"Tolhuin";"Gas de red";"Promedio de usuarios";2004-11-01;465;2004;11
"Tolhuin";"Gas de red";"M3";2004-11-01;441000;2004;11
"Rio Grande";"Gas de red";"Promedio de usuarios";2004-12-01;15988;2004;12
"Rio Grande";"Gas de red";"M3";2004-12-01;14409000;2004;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-12-01;340;2004;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-12-01;44;2004;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-12-01;-9;2004;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-12-01;381;2004;12
"Rio Grande";"Gas envasado";"Granel (kg.)";2004-12-01;29717;2004;12
"Ushuaia";"Gas de red";"Promedio de usuarios";2004-12-01;14505;2004;12
"Ushuaia";"Gas de red";"M3";2004-12-01;11642000;2004;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2004-12-01;2855;2004;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2004-12-01;-9;2004;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2004-12-01;-9;2004;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2004-12-01;856;2004;12
"Ushuaia";"Gas envasado";"Granel (kg.)";2004-12-01;23478;2004;12
"Tolhuin";"Gas de red";"Promedio de usuarios";2004-12-01;466;2004;12
"Tolhuin";"Gas de red";"M3";2004-12-01;342000;2004;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-01-01;15961;2005;1
"Rio Grande";"Gas de red";"M3";2005-01-01;12959696;2005;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-01-01;268;2005;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-01-01;40;2005;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-01-01;-9;2005;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-01-01;295;2005;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-01-01;108;2005;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-01-01;14430;2005;1
"Ushuaia";"Gas de red";"M3";2005-01-01;12128147;2005;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-01-01;2667;2005;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-01-01;-9;2005;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-01-01;-9;2005;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-01-01;847;2005;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-01-01;-9;2005;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-01-01;467;2005;1
"Tolhuin";"Gas de red";"M3";2005-01-01;439927;2005;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-02-01;15978;2005;2
"Rio Grande";"Gas de red";"M3";2005-02-01;12323448;2005;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-02-01;197;2005;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-02-01;57;2005;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-02-01;-9;2005;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-02-01;293;2005;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-02-01;116;2005;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-02-01;14523;2005;2
"Ushuaia";"Gas de red";"M3";2005-02-01;10101075;2005;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-02-01;2230;2005;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-02-01;-9;2005;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-02-01;-9;2005;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-02-01;730;2005;2
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-02-01;1765;2005;2
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-02-01;452;2005;2
"Tolhuin";"Gas de red";"M3";2005-02-01;326156;2005;2
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-03-01;16050;2005;3
"Rio Grande";"Gas de red";"M3";2005-03-01;17410997;2005;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-03-01;233;2005;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-03-01;70;2005;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-03-01;-9;2005;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-03-01;381;2005;3
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-03-01;64;2005;3
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-03-01;14534;2005;3
"Ushuaia";"Gas de red";"M3";2005-03-01;13814489;2005;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-03-01;2957;2005;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-03-01;-9;2005;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-03-01;-9;2005;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-03-01;1074;2005;3
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-03-01;215;2005;3
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-03-01;455;2005;3
"Tolhuin";"Gas de red";"M3";2005-03-01;490810;2005;3
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-04-01;16108;2005;4
"Rio Grande";"Gas de red";"M3";2005-04-01;20123837;2005;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-04-01;295;2005;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-04-01;49;2005;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-04-01;-9;2005;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-04-01;389;2005;4
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-04-01;35;2005;4
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-04-01;14660;2005;4
"Ushuaia";"Gas de red";"M3";2005-04-01;15654550;2005;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-04-01;3940;2005;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-04-01;-9;2005;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-04-01;-9;2005;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-04-01;1342;2005;4
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-04-01;5975;2005;4
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-04-01;462;2005;4
"Tolhuin";"Gas de red";"M3";2005-04-01;586215;2005;4
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-05-01;16127;2005;5
"Rio Grande";"Gas de red";"M3";2005-05-01;23935232;2005;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-05-01;246;2005;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-05-01;52;2005;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-05-01;-9;2005;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-05-01;533;2005;5
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-05-01;38;2005;5
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-05-01;14693;2005;5
"Ushuaia";"Gas de red";"M3";2005-05-01;18606569;2005;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-05-01;4213;2005;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-05-01;-9;2005;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-05-01;-9;2005;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-05-01;1447;2005;5
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-05-01;1442;2005;5
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-05-01;465;2005;5
"Tolhuin";"Gas de red";"M3";2005-05-01;611838;2005;5
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-06-01;16171;2005;6
"Rio Grande";"Gas de red";"M3";2005-06-01;26468514;2005;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-06-01;280;2005;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-06-01;42;2005;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-06-01;-9;2005;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-06-01;530;2005;6
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-06-01;69;2005;6
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-06-01;14705;2005;6
"Ushuaia";"Gas de red";"M3";2005-06-01;19201961;2005;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-06-01;4877;2005;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-06-01;-9;2005;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-06-01;-9;2005;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-06-01;1726;2005;6
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-06-01;4108;2005;6
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-06-01;478;2005;6
"Tolhuin";"Gas de red";"M3";2005-06-01;650969;2005;6
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-07-01;16235;2005;7
"Rio Grande";"Gas de red";"M3";2005-07-01;26630159;2005;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-07-01;239;2005;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-07-01;72;2005;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-07-01;-9;2005;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-07-01;512;2005;7
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-07-01;75;2005;7
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-07-01;14758;2005;7
"Ushuaia";"Gas de red";"M3";2005-07-01;19603769;2005;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-07-01;5338;2005;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-07-01;-9;2005;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-07-01;-9;2005;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-07-01;1835;2005;7
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-07-01;4236,5;2005;7
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-07-01;486;2005;7
"Tolhuin";"Gas de red";"M3";2005-07-01;583664;2005;7
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-08-01;16249;2005;8
"Rio Grande";"Gas de red";"M3";2005-08-01;26274199;2005;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-08-01;237;2005;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-08-01;73;2005;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-08-01;-9;2005;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-08-01;482;2005;8
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-08-01;51;2005;8
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-08-01;14790;2005;8
"Ushuaia";"Gas de red";"M3";2005-08-01;19165183;2005;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-08-01;4684;2005;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-08-01;-9;2005;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-08-01;-9;2005;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-08-01;1787;2005;8
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-08-01;6584;2005;8
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-08-01;496;2005;8
"Tolhuin";"Gas de red";"M3";2005-08-01;606638;2005;8
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-09-01;16219;2005;9
"Rio Grande";"Gas de red";"M3";2005-09-01;22708899;2005;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-09-01;239;2005;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-09-01;47;2005;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-09-01;-9;2005;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-09-01;460;2005;9
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-09-01;30;2005;9
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-09-01;14818;2005;9
"Ushuaia";"Gas de red";"M3";2005-09-01;16429277;2005;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-09-01;3590;2005;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-09-01;-9;2005;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-09-01;-9;2005;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-09-01;1560;2005;9
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-09-01;4603,5;2005;9
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-09-01;503;2005;9
"Tolhuin";"Gas de red";"M3";2005-09-01;526766;2005;9
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-10-01;16258;2005;10
"Rio Grande";"Gas de red";"M3";2005-10-01;21258495;2005;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-10-01;217;2005;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-10-01;42;2005;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-10-01;-9;2005;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-10-01;418;2005;10
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-10-01;46;2005;10
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-10-01;14841;2005;10
"Ushuaia";"Gas de red";"M3";2005-10-01;15830781;2005;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-10-01;3542;2005;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-10-01;-9;2005;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-10-01;-9;2005;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-10-01;1432;2005;10
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-10-01;5892,5;2005;10
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-10-01;506;2005;10
"Tolhuin";"Gas de red";"M3";2005-10-01;444191;2005;10
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-11-01;16313;2005;11
"Rio Grande";"Gas de red";"M3";2005-11-01;18150205;2005;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-11-01;243;2005;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-11-01;61;2005;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-11-01;-9;2005;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-11-01;447;2005;11
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-11-01;43;2005;11
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-11-01;14891;2005;11
"Ushuaia";"Gas de red";"M3";2005-11-01;13520909;2005;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-11-01;3471;2005;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-11-01;-9;2005;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-11-01;-9;2005;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-11-01;1361;2005;11
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-11-01;16107;2005;11
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-11-01;509;2005;11
"Tolhuin";"Gas de red";"M3";2005-11-01;395523;2005;11
"Rio Grande";"Gas de red";"Promedio de usuarios";2005-12-01;16319;2005;12
"Rio Grande";"Gas de red";"M3";2005-12-01;17607332;2005;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-12-01;200;2005;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-12-01;60;2005;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-12-01;-9;2005;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-12-01;416;2005;12
"Rio Grande";"Gas envasado";"Granel (kg.)";2005-12-01;71;2005;12
"Ushuaia";"Gas de red";"Promedio de usuarios";2005-12-01;14907;2005;12
"Ushuaia";"Gas de red";"M3";2005-12-01;13548909;2005;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2005-12-01;3566;2005;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2005-12-01;-9;2005;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2005-12-01;-9;2005;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2005-12-01;1376;2005;12
"Ushuaia";"Gas envasado";"Granel (kg.)";2005-12-01;26650;2005;12
"Tolhuin";"Gas de red";"Promedio de usuarios";2005-12-01;514;2005;12
"Tolhuin";"Gas de red";"M3";2005-12-01;386708;2005;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2006-01-01;16320;2006;1
"Rio Grande";"Gas de red";"M3";2006-01-01;15974966;2006;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2006-01-01;198;2006;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2006-01-01;66;2006;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2006-01-01;-9;2006;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2006-01-01;363;2006;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2006-01-01;177;2006;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2006-01-01;14868;2006;1
"Ushuaia";"Gas de red";"M3";2006-01-01;11854052;2006;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2006-01-01;2950;2006;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2006-01-01;-9;2006;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2006-01-01;-9;2006;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2006-01-01;1302;2006;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2006-01-01;23896;2006;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2006-01-01;520;2006;1
"Tolhuin";"Gas de red";"M3";2006-01-01;209606;2006;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2006-02-01;16318;2006;2
"Rio Grande";"Gas de red";"M3";2006-02-01;16032997;2006;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2006-02-01;193;2006;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2006-02-01;64;2006;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2006-02-01;-9;2006;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2006-02-01;428;2006;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2006-02-01;189;2006;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2006-02-01;14899;2006;2
"Ushuaia";"Gas de red";"M3";2006-02-01;12926960;2006;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2006-02-01;3056;2006;2
