"Localidad";"Tipo_gas";"Descripcion";"fecha";"valor";"anio";"mes"
"Tolhuin";"Gas de red";"Promedio de usuarios";2013-06-01;1050;2013;6
"Tolhuin";"Gas de red";"M3";2013-06-01;2186924;2013;6
"Rio Grande";"Gas de red";"Promedio de usuarios";2013-07-01;22375;2013;7
"Rio Grande";"Gas de red";"M3";2013-07-01;34860989;2013;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-07-01;2262;2013;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-07-01;1586;2013;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-07-01;479;2013;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-07-01;7710;2013;7
"Rio Grande";"Gas envasado";"Granel (kg.)";2013-07-01;248705;2013;7
"Ushuaia";"Gas de red";"Promedio de usuarios";2013-07-01;18922;2013;7
"Ushuaia";"Gas de red";"M3";2013-07-01;27416215;2013;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-07-01;30666;2013;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-07-01;917;2013;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-07-01;-9;2013;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-07-01;8015;2013;7
"Ushuaia";"Gas envasado";"Granel (kg.)";2013-07-01;82080;2013;7
"Tolhuin";"Gas de red";"Promedio de usuarios";2013-07-01;1051;2013;7
"Tolhuin";"Gas de red";"M3";2013-07-01;546935;2013;7
"Rio Grande";"Gas de red";"Promedio de usuarios";2013-08-01;22467;2013;8
"Rio Grande";"Gas de red";"M3";2013-08-01;34604966;2013;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-08-01;2428;2013;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-08-01;1783;2013;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-08-01;519;2013;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-08-01;7967;2013;8
"Rio Grande";"Gas envasado";"Granel (kg.)";2013-08-01;266276;2013;8
"Ushuaia";"Gas de red";"Promedio de usuarios";2013-08-01;18906;2013;8
"Ushuaia";"Gas de red";"M3";2013-08-01;28197847;2013;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-08-01;28410;2013;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-08-01;873;2013;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-08-01;-9;2013;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-08-01;8442;2013;8
"Ushuaia";"Gas envasado";"Granel (kg.)";2013-08-01;86850;2013;8
"Tolhuin";"Gas de red";"Promedio de usuarios";2013-08-01;1053;2013;8
"Tolhuin";"Gas de red";"M3";2013-08-01;2199527;2013;8
"Rio Grande";"Gas de red";"Promedio de usuarios";2013-09-01;22549;2013;9
"Rio Grande";"Gas de red";"M3";2013-09-01;33311931;2013;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-09-01;1807;2013;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-09-01;1470;2013;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-09-01;509;2013;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-09-01;7704;2013;9
"Rio Grande";"Gas envasado";"Granel (kg.)";2013-09-01;293620;2013;9
"Ushuaia";"Gas de red";"Promedio de usuarios";2013-09-01;18930;2013;9
"Ushuaia";"Gas de red";"M3";2013-09-01;22312016;2013;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-09-01;25294;2013;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-09-01;821;2013;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-09-01;-9;2013;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-09-01;8264;2013;9
"Ushuaia";"Gas envasado";"Granel (kg.)";2013-09-01;95130;2013;9
"Tolhuin";"Gas de red";"Promedio de usuarios";2013-09-01;1060;2013;9
"Tolhuin";"Gas de red";"M3";2013-09-01;569408;2013;9
"Rio Grande";"Gas de red";"Promedio de usuarios";2013-10-01;22640;2013;10
"Rio Grande";"Gas de red";"M3";2013-10-01;32866580;2013;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-10-01;1822;2013;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-10-01;1432;2013;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-10-01;375;2013;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-10-01;5448;2013;10
"Rio Grande";"Gas envasado";"Granel (kg.)";2013-10-01;202799;2013;10
"Ushuaia";"Gas de red";"Promedio de usuarios";2013-10-01;18936;2013;10
"Ushuaia";"Gas de red";"M3";2013-10-01;25104251;2013;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-10-01;21014;2013;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-10-01;1514;2013;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-10-01;-9;2013;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-10-01;4148;2013;10
"Ushuaia";"Gas envasado";"Granel (kg.)";2013-10-01;49230;2013;10
"Tolhuin";"Gas de red";"Promedio de usuarios";2013-10-01;1096;2013;10
"Tolhuin";"Gas de red";"M3";2013-10-01;2422988;2013;10
"Rio Grande";"Gas de red";"Promedio de usuarios";2013-11-01;22673;2013;11
"Rio Grande";"Gas de red";"M3";2013-11-01;27911652;2013;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-11-01;1755;2013;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-11-01;1435;2013;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-11-01;382;2013;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-11-01;5462;2013;11
"Rio Grande";"Gas envasado";"Granel (kg.)";2013-11-01;180021;2013;11
"Ushuaia";"Gas de red";"Promedio de usuarios";2013-11-01;18976;2013;11
"Ushuaia";"Gas de red";"M3";2013-11-01;18012525;2013;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-11-01;22568;2013;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-11-01;802;2013;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-11-01;-9;2013;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-11-01;4158;2013;11
"Ushuaia";"Gas envasado";"Granel (kg.)";2013-11-01;52740;2013;11
"Tolhuin";"Gas de red";"Promedio de usuarios";2013-11-01;1105;2013;11
"Tolhuin";"Gas de red";"M3";2013-11-01;515830;2013;11
"Rio Grande";"Gas de red";"Promedio de usuarios";2013-12-01;22816;2013;12
"Rio Grande";"Gas de red";"M3";2013-12-01;27730934;2013;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-12-01;1479;2013;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-12-01;1139;2013;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-12-01;330;2013;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-12-01;4973;2013;12
"Rio Grande";"Gas envasado";"Granel (kg.)";2013-12-01;221380;2013;12
"Ushuaia";"Gas de red";"Promedio de usuarios";2013-12-01;19050;2013;12
"Ushuaia";"Gas de red";"M3";2013-12-01;22926296;2013;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2013-12-01;24561;2013;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2013-12-01;561;2013;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2013-12-01;4;2013;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2013-12-01;4186;2013;12
"Ushuaia";"Gas envasado";"Granel (kg.)";2013-12-01;53100;2013;12
"Tolhuin";"Gas de red";"Promedio de usuarios";2013-12-01;1112;2013;12
"Tolhuin";"Gas de red";"M3";2013-12-01;1932013;2013;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-01-01;22912;2014;1
"Rio Grande";"Gas de red";"M3";2014-01-01;21650320;2014;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-01-01;1313;2014;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-01-01;1719;2014;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-01-01;285;2014;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-01-01;4154;2014;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-01-01;211401;2014;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-01-01;19086;2014;1
"Ushuaia";"Gas de red";"M3";2014-01-01;15962633;2014;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-01-01;14503;2014;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-01-01;1486;2014;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-01-01;-9;2014;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-01-01;4038;2014;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-01-01;100150;2014;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-01-01;1118;2014;1
"Tolhuin";"Gas de red";"M3";2014-01-01;419646;2014;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-02-01;22951;2014;2
"Rio Grande";"Gas de red";"M3";2014-02-01;22130894;2014;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-02-01;1420;2014;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-02-01;1931;2014;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-02-01;296;2014;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-02-01;4530;2014;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-02-01;220449;2014;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-02-01;19105;2014;2
"Ushuaia";"Gas de red";"M3";2014-02-01;19550274;2014;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-02-01;13461;2014;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-02-01;451;2014;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-02-01;-9;2014;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-02-01;4137;2014;2
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-02-01;99600;2014;2
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-02-01;1124;2014;2
"Tolhuin";"Gas de red";"M3";2014-02-01;1740019;2014;2
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-03-01;23014;2014;3
"Rio Grande";"Gas de red";"M3";2014-03-01;20763075;2014;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-03-01;1874;2014;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-03-01;2173;2014;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-03-01;360;2014;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-03-01;5048;2014;3
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-03-01;213733;2014;3
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-03-01;19132;2014;3
"Ushuaia";"Gas de red";"M3";2014-03-01;15016215;2014;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-03-01;15955;2014;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-03-01;861;2014;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-03-01;-9;2014;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-03-01;4183;2014;3
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-03-01;92040;2014;3
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-03-01;1158;2014;3
"Tolhuin";"Gas de red";"M3";2014-03-01;414566;2014;3
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-04-01;23082;2014;4
"Rio Grande";"Gas de red";"M3";2014-04-01;15942887;2014;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-04-01;3216;2014;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-04-01;1743;2014;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-04-01;490;2014;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-04-01;5852;2014;4
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-04-01;292710;2014;4
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-04-01;19162;2014;4
"Ushuaia";"Gas de red";"M3";2014-04-01;9291279;2014;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-04-01;15654;2014;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-04-01;1046;2014;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-04-01;-9;2014;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-04-01;4442;2014;4
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-04-01;184380;2014;4
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-04-01;1169;2014;4
"Tolhuin";"Gas de red";"M3";2014-04-01;429076;2014;4
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-05-01;23176;2014;5
"Rio Grande";"Gas de red";"M3";2014-05-01;36851829;2014;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-05-01;2744;2014;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-05-01;2638;2014;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-05-01;588;2014;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-05-01;8135;2014;5
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-05-01;409135;2014;5
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-05-01;19215;2014;5
"Ushuaia";"Gas de red";"M3";2014-05-01;31557764;2014;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-05-01;26182;2014;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-05-01;910;2014;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-05-01;-9;2014;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-05-01;5148;2014;5
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-05-01;198446;2014;5
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-05-01;1179;2014;5
"Tolhuin";"Gas de red";"M3";2014-05-01;1966472;2014;5
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-06-01;23226;2014;6
"Rio Grande";"Gas de red";"M3";2014-06-01;31741875;2014;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-06-01;2896;2014;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-06-01;2718;2014;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-06-01;668;2014;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-06-01;9223;2014;6
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-06-01;405285;2014;6
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-06-01;19257;2014;6
"Ushuaia";"Gas de red";"M3";2014-06-01;25740412;2014;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-06-01;26763;2014;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-06-01;935;2014;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-06-01;-9;2014;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-06-01;9189;2014;6
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-06-01;205630;2014;6
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-06-01;1181;2014;6
"Tolhuin";"Gas de red";"M3";2014-06-01;2385089;2014;6
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-07-01;23303;2014;7
"Rio Grande";"Gas de red";"M3";2014-07-01;31859647;2014;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-07-01;3031;2014;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-07-01;2912;2014;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-07-01;716;2014;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-07-01;9691;2014;7
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-07-01;380061;2014;7
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-07-01;19314;2014;7
"Ushuaia";"Gas de red";"M3";2014-07-01;21201034;2014;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-07-01;27256;2014;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-07-01;1010;2014;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-07-01;-9;2014;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-07-01;9274;2014;7
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-07-01;207493;2014;7
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-07-01;1900;2014;7
"Tolhuin";"Gas de red";"M3";2014-07-01;575556;2014;7
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-08-01;23408;2014;8
"Rio Grande";"Gas de red";"M3";2014-08-01;35273337;2014;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-08-01;2695;2014;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-08-01;2648;2014;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-08-01;593;2014;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-08-01;8960;2014;8
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-08-01;391138;2014;8
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-08-01;19381;2014;8
"Ushuaia";"Gas de red";"M3";2014-08-01;28199601;2014;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-08-01;25487;2014;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-08-01;846;2014;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-08-01;-9;2014;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-08-01;8653;2014;8
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-08-01;211304;2014;8
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-08-01;1192;2014;8
"Tolhuin";"Gas de red";"M3";2014-08-01;2786715;2014;8
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-09-01;23473;2014;9
"Rio Grande";"Gas de red";"M3";2014-09-01;32585760;2014;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-09-01;2636;2014;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-09-01;2771;2014;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-09-01;579;2014;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-09-01;9192;2014;9
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-09-01;356925;2014;9
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-09-01;19470;2014;9
"Ushuaia";"Gas de red";"M3";2014-09-01;22127638;2014;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-09-01;27027;2014;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-09-01;692;2014;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-09-01;-9;2014;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-09-01;9161;2014;9
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-09-01;150620;2014;9
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-09-01;1204;2014;9
"Tolhuin";"Gas de red";"M3";2014-09-01;571427;2014;9
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-10-01;23565;2014;10
"Rio Grande";"Gas de red";"M3";2014-10-01;32453301;2014;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-10-01;2495;2014;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-10-01;2681;2014;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-10-01;431;2014;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-10-01;6357;2014;10
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-10-01;278221;2014;10
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-10-01;19493;2014;10
"Ushuaia";"Gas de red";"M3";2014-10-01;26384765;2014;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-10-01;16850;2014;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-10-01;909;2014;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-10-01;-9;2014;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-10-01;4379;2014;10
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-10-01;149535;2014;10
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-10-01;1186;2014;10
"Tolhuin";"Gas de red";"M3";2014-10-01;2471366;2014;10
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-11-01;23664;2014;11
"Rio Grande";"Gas de red";"M3";2014-11-01;28964293;2014;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-11-01;2164;2014;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-11-01;2124;2014;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-11-01;423;2014;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-11-01;6379;2014;11
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-11-01;297630;2014;11
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-11-01;19546;2014;11
"Ushuaia";"Gas de red";"M3";2014-11-01;19777811;2014;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-11-01;17231;2014;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-11-01;692;2014;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-11-01;-9;2014;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-11-01;4320;2014;11
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-11-01;158974;2014;11
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-11-01;1202;2014;11
"Tolhuin";"Gas de red";"M3";2014-11-01;554160;2014;11
"Rio Grande";"Gas de red";"Promedio de usuarios";2014-12-01;23731;2014;12
"Rio Grande";"Gas de red";"M3";2014-12-01;27530120,8;2014;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-12-01;1784;2014;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-12-01;1788;2014;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-12-01;342;2014;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-12-01;5561;2014;12
"Rio Grande";"Gas envasado";"Granel (kg.)";2014-12-01;351960;2014;12
"Ushuaia";"Gas de red";"Promedio de usuarios";2014-12-01;19628;2014;12
"Ushuaia";"Gas de red";"M3";2014-12-01;21931018;2014;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2014-12-01;16379;2014;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2014-12-01;638;2014;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2014-12-01;-9;2014;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2014-12-01;4390;2014;12
"Ushuaia";"Gas envasado";"Granel (kg.)";2014-12-01;180849;2014;12
"Tolhuin";"Gas de red";"Promedio de usuarios";2014-12-01;1211;2014;12
"Tolhuin";"Gas de red";"M3";2014-12-01;2036645;2014;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2015-01-01;23774;2015;1
"Rio Grande";"Gas de red";"M3";2015-01-01;22419683;2015;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2015-01-01;1419;2015;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2015-01-01;1241;2015;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2015-01-01;284;2015;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2015-01-01;4321;2015;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2015-01-01;144710;2015;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2015-01-01;19641;2015;1
"Ushuaia";"Gas de red";"M3";2015-01-01;15790485;2015;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2015-01-01;15892;2015;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2015-01-01;514;2015;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2015-01-01;-9;2015;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2015-01-01;3570;2015;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2015-01-01;124173;2015;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2015-01-01;1233;2015;1
"Tolhuin";"Gas de red";"M3";2015-01-01;438095;2015;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2015-02-01;23839;2015;2
"Rio Grande";"Gas de red";"M3";2015-02-01;21448890;2015;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2015-02-01;1440;2015;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2015-02-01;1708;2015;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2015-02-01;266;2015;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2015-02-01;4337;2015;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2015-02-01;293176;2015;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2015-02-01;19672;2015;2
"Ushuaia";"Gas de red";"M3";2015-02-01;18639036;2015;2
